Type,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Machine_failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,No_failure
0.7444127434486935,298.1,308.6,1551,42.8,-1.6959837443286894,No_failure,0,0,0,0,0,0.49884932260947434,0.4720173441262037,0.0,36.23830929011465,True
-0.7453065750397865,298.2,308.7,1408,46.3,-1.6488517007812828,No_failure,0,0,0,0,0,0.49884932260947434,0.38541292166454216,0.06479480242012907,30.410360602513908,True
-0.7453065750397865,298.1,308.5,1498,49.4,-1.6174303384163453,No_failure,0,0,0,0,0,0.398953589463793,1.0253443586195883,0.10121455441000922,30.323880501238765,True
-0.7453065750397865,298.2,308.6,1433,39.5,-1.5860089760514078,No_failure,0,0,0,0,0,0.3989535894638498,-0.2382565812170664,0.17721514500882404,36.27847182823498,True
-0.7453065750397865,298.2,308.7,1408,40.0,-1.55458761368647,No_failure,0,0,0,0,0,0.49884932260947434,-0.2588472838067015,0.22499994375001403,35.199991200002195,True
0.7444127434486935,298.1,308.6,1425,41.9,-1.5231662513215325,No_failure,0,0,0,0,0,0.49884932260947434,-0.012811992722439566,0.2625297702792911,34.00953842254453,True
-0.7453065750397865,298.1,308.6,1558,42.4,-1.4760342077741262,No_failure,0,0,0,0,0,0.49884932260947434,0.4485141647328848,0.33018860137061284,36.745274352529634,True
-0.7453065750397865,298.1,308.6,1527,40.2,-1.4446128454091884,No_failure,0,0,0,0,0,0.49884932260947434,0.10905446186362279,0.3980098512413305,37.985065177844476,True
0.7444127434486935,298.3,308.7,1667,28.6,-1.413191483044251,No_failure,0,0,0,0,0,0.398953589463793,-0.8866494532750832,0.6293704093110457,58.28669290675073,True
0.7444127434486935,298.5,309.0,1741,28.0,-1.3660594394968446,No_failure,0,0,0,0,0,0.49884932260947434,-0.8088042503277433,0.7499997321429528,62.17854922194671,True
2.2341320619371734,298.4,308.9,1782,23.9,-1.318927395949438,No_failure,0,0,0,0,0,0.49884932260947434,-1.2560764361742685,1.0041836802578745,74.56063825914718,True
2.2341320619371734,298.6,309.1,1423,44.3,-1.240373990037094,No_failure,0,0,0,0,0,0.49884932260947434,0.22914873605043543,0.6546273917319657,32.12188891153749,True
0.7444127434486935,298.6,309.1,1339,51.1,-1.1618205841247502,No_failure,0,0,0,0,0,0.49884932260947434,0.6201905093929208,0.6653619050172397,26.203517377002466,True
0.7444127434486935,298.6,309.2,1742,30.0,-1.1146885405773437,No_failure,0,0,0,0,0,0.5987450557550988,-0.5537264813866576,1.2333329222223592,58.06664731111756,True
-0.7453065750397865,298.6,309.2,2035,19.6,-1.0675564970299374,No_failure,0,0,0,0,0,0.5987450557550988,-1.4524543609074423,2.040815285298324,103.82647763955222,True
-0.7453065750397865,298.6,309.2,1542,48.4,-1.0361351346649996,No_failure,0,0,0,0,0,0.5987450557550988,1.071217684036214,0.8677684157503273,31.859497549690587,True
0.7444127434486935,298.6,309.2,1311,46.6,-1.004713772300062,No_failure,0,0,0,0,0,0.5987450557550988,0.0877882970726351,0.9442058059644193,28.13304117316713,True
0.7444127434486935,298.7,309.2,1410,45.6,-0.9575817287526557,No_failure,0,0,0,0,0,0.49884932260947434,0.32045234178387527,1.030701528354928,30.921045850647836,True
2.2341320619371734,298.8,309.2,1306,54.5,-0.9104496852052493,No_failure,0,0,0,0,0,0.398953589463793,0.8202217404409395,0.9174310243245827,23.9632983553581,True
0.7444127434486935,298.9,309.3,1632,32.5,-0.8318962792929053,No_failure,0,0,0,0,0,0.3989535894638498,-0.49707481288607447,1.692307171597793,50.21536916450179,True
2.2341320619371734,298.9,309.3,1375,42.7,-0.7847642357454989,No_failure,0,0,0,0,0,0.3989535894638498,-0.08507918523279806,1.3583134992240047,32.2013976109139,True
-0.7453065750397865,298.8,309.3,1450,44.8,-0.7062108298331549,No_failure,0,0,0,0,0,0.49884932260947434,0.3686788903536018,1.4062496861049807,32.36606420400353,True
0.7444127434486935,298.9,309.3,1581,30.7,-0.6747894674682173,No_failure,0,0,0,0,0,0.3989535894638498,-0.8241510420638627,2.1172631539859434,51.498354560796564,True
-0.7453065750397865,299.0,309.4,1758,25.7,-0.6276574239208109,No_failure,0,0,0,0,0,0.398953589463793,-1.0679057403392551,2.6459133673488844,68.40464264410792,True
0.7444127434486935,299.0,309.4,1561,37.3,-0.5962360615558733,No_failure,0,0,0,0,0,0.398953589463793,-0.12046468894239287,1.8766751000871045,41.84985473194243,True
-0.7453065750397865,299.0,309.5,1861,23.3,-0.5491040180084669,No_failure,0,0,0,0,0,0.49884932260947434,-1.200042125599653,3.1330458656455513,79.87121035570371,True
-0.7453065750397865,299.1,309.5,1512,39.0,-0.5176826556435293,No_failure,0,0,0,0,0,0.398953589463793,-0.06652213228164489,1.9230764299804024,38.76922082840491,True
2.2341320619371734,299.1,309.4,1811,24.6,-0.48626129327859174,No_failure,0,0,0,0,0,0.2990578563181117,-1.1136628572051104,3.1300800284227526,73.61785625290396,True
-0.7453065750397865,299.1,309.4,1439,44.2,-0.40770788736624775,No_failure,0,0,0,0,0,0.2990578563181117,0.2701776175068189,1.8552032001802712,32.556553720236714,True
-0.7453065750397865,299.0,309.4,1693,30.1,-0.3762865250013101,No_failure,0,0,0,0,0,0.398953589463793,-0.6481967701285911,2.790696747276828,56.245828489757976,True
0.7444127434486935,299.1,309.5,1339,48.2,-0.3448651626363725,No_failure,0,0,0,0,0,0.398953589463793,0.33815961970751873,1.7842319949726149,27.780077224050366,True
-0.7453065750397865,299.0,309.4,1798,25.5,-0.2977331190889661,No_failure,0,0,0,0,0,0.398953589463793,-1.0193596182549092,3.490194709727565,70.50977627067597,True
-0.7453065750397865,299.0,309.4,1419,48.3,-0.2663117567240285,No_failure,0,0,0,0,0,0.398953589463793,0.6285284729106979,1.8840575809404594,29.378875904994636,True
-0.7453065750397865,298.9,309.3,1665,32.5,-0.23489039435909093,No_failure,0,0,0,0,0,0.3989535894638498,-0.41917876869777343,2.8615375810653596,51.23075346746047,True
0.7444127434486935,298.8,309.1,1559,34.7,-0.2034690319941533,No_failure,0,0,0,0,0,0.2990578563181685,-0.4202827499300917,2.737751372405944,44.92794094295649,True
0.7444127434486935,298.8,309.2,1452,48.6,-0.15633698844674693,No_failure,0,0,0,0,0,0.398953589463793,0.7759317565285612,2.016460490440228,29.87653706244093,True
0.7444127434486935,298.9,309.2,1581,36.7,-0.10920494489934052,No_failure,0,0,0,0,0,0.2990578563181685,-0.1351795966836967,2.7520428468548097,43.079007335420336,True
-0.7453065750397865,298.8,309.1,1439,39.2,-0.06207290135193413,No_failure,0,0,0,0,0,0.2990578563181685,-0.25239770923894195,2.6530605476886353,36.7091743088841,True
2.2341320619371734,298.9,309.2,1379,50.7,-0.030651538986996525,No_failure,0,0,0,0,0,0.2990578563181685,0.7285840351240358,2.090729370664818,27.19920568063004,True
